"Notes"	"Occurrence State"	"Occurrence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Missouri"	"29"	"Nov., 2023 (provisional)"	"2023/11"	115	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2023 (provisional)"	"2023/12"	189	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2020"	"2020/04"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2020"	"2020/05"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2020"	"2020/06"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2020"	"2020/07"	41	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2020"	"2020/08"	44	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2020"	"2020/09"	81	Not Applicable	Not Applicable
	"Montana"	"30"	"Oct., 2020"	"2020/10"	250	Not Applicable	Not Applicable
	"Montana"	"30"	"Nov., 2020"	"2020/11"	359	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2020"	"2020/12"	333	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2021"	"2021/01"	153	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2021"	"2021/02"	62	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2021"	"2021/03"	51	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2021"	"2021/04"	20	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2021"	"2021/05"	26	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2021"	"2021/06"	32	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2021"	"2021/07"	39	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2021"	"2021/08"	141	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2021"	"2021/09"	273	Not Applicable	Not Applicable
	"Montana"	"30"	"Oct., 2021"	"2021/10"	414	Not Applicable	Not Applicable
	"Montana"	"30"	"Nov., 2021"	"2021/11"	291	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2021"	"2021/12"	126	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2022"	"2022/01"	137	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2022"	"2022/02"	143	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2022"	"2022/03"	54	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2022"	"2022/04"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2022"	"2022/05"	18	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2022"	"2022/06"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2022"	"2022/07"	35	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2022"	"2022/08"	27	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2022"	"2022/09"	22	Not Applicable	Not Applicable
	"Montana"	"30"	"Oct., 2022"	"2022/10"	26	Not Applicable	Not Applicable
	"Montana"	"30"	"Nov., 2022"	"2022/11"	24	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2022"	"2022/12"	20	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2023 (provisional)"	"2023/01"	27	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2023 (provisional)"	"2023/02"	14	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2023 (provisional)"	"2023/03"	19	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2023 (provisional)"	"2023/04"	16	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2023 (provisional)"	"2023/05"	15	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2023 (provisional)"	"2023/06"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2023 (provisional)"	"2023/07"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2023 (provisional)"	"2023/08"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2023 (provisional)"	"2023/09"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"Oct., 2023 (provisional)"	"2023/10"	23	Not Applicable	Not Applicable
	"Montana"	"30"	"Nov., 2023 (provisional)"	"2023/11"	20	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2023 (provisional)"	"2023/12"	25	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2020"	"2020/04"	75	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2020"	"2020/05"	105	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2020"	"2020/06"	82	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jul., 2020"	"2020/07"	42	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2020"	"2020/08"	93	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Sep., 2020"	"2020/09"	105	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Oct., 2020"	"2020/10"	248	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Nov., 2020"	"2020/11"	714	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Dec., 2020"	"2020/12"	546	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2021"	"2021/01"	293	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2021"	"2021/02"	85	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2021"	"2021/03"	49	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2021"	"2021/04"	51	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2021"	"2021/05"	38	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2021"	"2021/06"	11	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jul., 2021"	"2021/07"	37	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2021"	"2021/08"	123	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Sep., 2021"	"2021/09"	170	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Oct., 2021"	"2021/10"	225	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Nov., 2021"	"2021/11"	236	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Dec., 2021"	"2021/12"	307	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2022"	"2022/01"	309	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2022"	"2022/02"	202	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2022"	"2022/03"	60	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2022"	"2022/04"	15	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2022"	"2022/05"	15	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2022"	"2022/06"	21	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jul., 2022"	"2022/07"	40	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2022"	"2022/08"	37	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Sep., 2022"	"2022/09"	37	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Oct., 2022"	"2022/10"	23	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Nov., 2022"	"2022/11"	53	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Dec., 2022"	"2022/12"	74	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2023 (provisional)"	"2023/01"	46	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2023 (provisional)"	"2023/02"	31	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2023 (provisional)"	"2023/03"	37	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2023 (provisional)"	"2023/04"	31	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2023 (provisional)"	"2023/05"	16	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2023 (provisional)"	"2023/06"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jul., 2023 (provisional)"	"2023/07"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2023 (provisional)"	"2023/08"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Sep., 2023 (provisional)"	"2023/09"	11	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Oct., 2023 (provisional)"	"2023/10"	24	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Nov., 2023 (provisional)"	"2023/11"	26	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Dec., 2023 (provisional)"	"2023/12"	53	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2020"	"2020/03"	34	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2020"	"2020/04"	215	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2020"	"2020/05"	147	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2020"	"2020/06"	81	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2020"	"2020/07"	345	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2020"	"2020/08"	442	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2020"	"2020/09"	197	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2020"	"2020/10"	162	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2020"	"2020/11"	494	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2020"	"2020/12"	1164	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2021"	"2021/01"	1100	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2021"	"2021/02"	505	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2021"	"2021/03"	190	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2021"	"2021/04"	143	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2021"	"2021/05"	101	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2021"	"2021/06"	104	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2021"	"2021/07"	362	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2021"	"2021/08"	697	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2021"	"2021/09"	692	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2021"	"2021/10"	505	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2021"	"2021/11"	429	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2021"	"2021/12"	457	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2022"	"2022/01"	866	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2022"	"2022/02"	572	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2022"	"2022/03"	171	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2022"	"2022/04"	42	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2022"	"2022/05"	59	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2022"	"2022/06"	80	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2022"	"2022/07"	113	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2022"	"2022/08"	70	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2022"	"2022/09"	39	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2022"	"2022/10"	46	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2022"	"2022/11"	84	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2022"	"2022/12"	124	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2023 (provisional)"	"2023/01"	73	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2023 (provisional)"	"2023/02"	31	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2023 (provisional)"	"2023/03"	48	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2023 (provisional)"	"2023/04"	25	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2023 (provisional)"	"2023/05"	21	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2023 (provisional)"	"2023/06"	19	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2023 (provisional)"	"2023/07"	11	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2023 (provisional)"	"2023/08"	23	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2023 (provisional)"	"2023/09"	41	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2023 (provisional)"	"2023/10"	42	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2023 (provisional)"	"2023/11"	37	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2023 (provisional)"	"2023/12"	46	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2020"	"2020/04"	75	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2020"	"2020/05"	173	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2020"	"2020/06"	90	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jul., 2020"	"2020/07"	27	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2020"	"2020/08"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sep., 2020"	"2020/09"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2020"	"2020/10"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2020"	"2020/11"	63	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2020"	"2020/12"	247	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2021"	"2021/01"	271	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2021"	"2021/02"	71	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2021"	"2021/03"	38	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2021"	"2021/04"	29	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2021"	"2021/05"	29	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2021"	"2021/06"	10	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jul., 2021"	"2021/07"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2021"	"2021/08"	36	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sep., 2021"	"2021/09"	55	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2021"	"2021/10"	98	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2021"	"2021/11"	140	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2021"	"2021/12"	251	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2022"	"2022/01"	206	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2022"	"2022/02"	96	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2022"	"2022/03"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2022"	"2022/04"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2022"	"2022/05"	29	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2022"	"2022/06"	26	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jul., 2022"	"2022/07"	20	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2022"	"2022/08"	24	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sep., 2022"	"2022/09"	25	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2022"	"2022/10"	42	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2022"	"2022/11"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2022"	"2022/12"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2023 (provisional)"	"2023/01"	59	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2023 (provisional)"	"2023/02"	36	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2023 (provisional)"	"2023/03"	23	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2023 (provisional)"	"2023/04"	17	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2023 (provisional)"	"2023/05"	11	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2023 (provisional)"	"2023/06"	10	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jul., 2023 (provisional)"	"2023/07"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2023 (provisional)"	"2023/08"	11	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sep., 2023 (provisional)"	"2023/09"	16	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2023 (provisional)"	"2023/10"	18	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2023 (provisional)"	"2023/11"	18	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2023 (provisional)"	"2023/12"	30	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2020"	"2020/03"	663	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2020"	"2020/04"	8563	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2020"	"2020/05"	2999	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2020"	"2020/06"	670	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2020"	"2020/07"	239	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2020"	"2020/08"	125	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2020"	"2020/09"	118	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2020"	"2020/10"	232	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2020"	"2020/11"	833	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2020"	"2020/12"	2191	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2021"	"2021/01"	2231	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2021"	"2021/02"	1277	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2021"	"2021/03"	921	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2021"	"2021/04"	924	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2021"	"2021/05"	445	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2021"	"2021/06"	117	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2021"	"2021/07"	97	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2021"	"2021/08"	312	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2021"	"2021/09"	517	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2021"	"2021/10"	483	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2021"	"2021/11"	337	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2021"	"2021/12"	807	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2022"	"2022/01"	2556	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2022"	"2022/02"	657	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2022"	"2022/03"	152	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2022"	"2022/04"	113	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2022"	"2022/05"	191	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2022"	"2022/06"	140	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2022"	"2022/07"	175	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2022"	"2022/08"	182	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2022"	"2022/09"	145	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2022"	"2022/10"	172	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2022"	"2022/11"	197	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2022"	"2022/12"	271	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2023 (provisional)"	"2023/01"	306	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2023 (provisional)"	"2023/02"	192	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2023 (provisional)"	"2023/03"	122	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2023 (provisional)"	"2023/04"	59	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2023 (provisional)"	"2023/05"	34	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2023 (provisional)"	"2023/06"	36	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2023 (provisional)"	"2023/07"	40	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2023 (provisional)"	"2023/08"	60	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2023 (provisional)"	"2023/09"	106	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2023 (provisional)"	"2023/10"	105	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2023 (provisional)"	"2023/11"	107	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2023 (provisional)"	"2023/12"	177	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Apr., 2020"	"2020/04"	148	Not Applicable	Not Applicable
	"New Mexico"	"35"	"May, 2020"	"2020/05"	245	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jun., 2020"	"2020/06"	123	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jul., 2020"	"2020/07"	157	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Aug., 2020"	"2020/08"	85	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Sep., 2020"	"2020/09"	48	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Oct., 2020"	"2020/10"	159	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Nov., 2020"	"2020/11"	753	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Dec., 2020"	"2020/12"	982	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jan., 2021"	"2021/01"	654	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Feb., 2021"	"2021/02"	265	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Mar., 2021"	"2021/03"	122	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Apr., 2021"	"2021/04"	49	Not Applicable	Not Applicable
	"New Mexico"	"35"	"May, 2021"	"2021/05"	67	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jun., 2021"	"2021/06"	50	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jul., 2021"	"2021/07"	35	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Aug., 2021"	"2021/08"	233	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Sep., 2021"	"2021/09"	308	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Oct., 2021"	"2021/10"	317	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Nov., 2021"	"2021/11"	554	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Dec., 2021"	"2021/12"	705	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jan., 2022"	"2022/01"	604	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Feb., 2022"	"2022/02"	313	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Mar., 2022"	"2022/03"	116	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Apr., 2022"	"2022/04"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"May, 2022"	"2022/05"	34	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jun., 2022"	"2022/06"	62	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jul., 2022"	"2022/07"	77	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Aug., 2022"	"2022/08"	49	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Sep., 2022"	"2022/09"	46	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Oct., 2022"	"2022/10"	43	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Nov., 2022"	"2022/11"	79	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Dec., 2022"	"2022/12"	110	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jan., 2023 (provisional)"	"2023/01"	72	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Feb., 2023 (provisional)"	"2023/02"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Mar., 2023 (provisional)"	"2023/03"	43	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Apr., 2023 (provisional)"	"2023/04"	42	Not Applicable	Not Applicable
	"New Mexico"	"35"	"May, 2023 (provisional)"	"2023/05"	29	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jun., 2023 (provisional)"	"2023/06"	14	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jul., 2023 (provisional)"	"2023/07"	15	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Aug., 2023 (provisional)"	"2023/08"	11	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Sep., 2023 (provisional)"	"2023/09"	22	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Oct., 2023 (provisional)"	"2023/10"	36	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Nov., 2023 (provisional)"	"2023/11"	45	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Dec., 2023 (provisional)"	"2023/12"	48	Not Applicable	Not Applicable
	"New York"	"36"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"New York"	"36"	"Feb., 2020"	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"New York"	"36"	"Mar., 2020"	"2020/03"	2703	Not Applicable	Not Applicable
	"New York"	"36"	"Apr., 2020"	"2020/04"	20851	Not Applicable	Not Applicable
	"New York"	"36"	"May, 2020"	"2020/05"	5052	Not Applicable	Not Applicable
