"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Missouri"	"29"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1179	6083672	19.4
	"Missouri"	"29"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N99"	5587	6083672	91.8
	"Missouri"	"29"	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	51	6083672	0.8
	"Missouri"	"29"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	303	6083672	5.0
	"Missouri"	"29"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	292	6083672	4.8
	"Missouri"	"29"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	7374	6083672	121.2
	"Missouri"	"29"	"2015"	"2015"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	5853	6083672	96.2
	"Missouri"	"29"	"2015"	"2015"	"Codes for special purposes"	"U00-U99"	0	6083672	Unreliable
	"Missouri"	"29"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	6068	6083672	99.7
	"Missouri"	"29"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	4496	6093000	73.8
	"Missouri"	"29"	"2016"	"2016"	"Neoplasms"	"C00-D48"	14051	6093000	230.6
	"Missouri"	"29"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1204	6093000	19.8
	"Missouri"	"29"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	7776	6093000	127.6
	"Missouri"	"29"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	15377	6093000	252.4
	"Missouri"	"29"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	6247	6093000	102.5
	"Missouri"	"29"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H59"	74	6093000	1.2
	"Missouri"	"29"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H95"	44	6093000	0.7
	"Missouri"	"29"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	29704	6093000	487.5
	"Missouri"	"29"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	15842	6093000	260.0
	"Missouri"	"29"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	3961	6093000	65.0
	"Missouri"	"29"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	419	6093000	6.9
	"Missouri"	"29"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1178	6093000	19.3
	"Missouri"	"29"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	5721	6093000	93.9
	"Missouri"	"29"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	51	6093000	0.8
	"Missouri"	"29"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	304	6093000	5.0
	"Missouri"	"29"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	304	6093000	5.0
	"Missouri"	"29"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	7491	6093000	122.9
	"Missouri"	"29"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	6359	6093000	104.4
	"Missouri"	"29"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	6093000	Unreliable
	"Missouri"	"29"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	6585	6093000	108.1
	"Missouri"	"29"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	4551	6113532	74.4
	"Missouri"	"29"	"2017"	"2017"	"Neoplasms"	"C00-D48"	14383	6113532	235.3
	"Missouri"	"29"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1287	6113532	21.1
	"Missouri"	"29"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	8203	6113532	134.2
	"Missouri"	"29"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	15988	6113532	261.5
	"Missouri"	"29"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	6591	6113532	107.8
	"Missouri"	"29"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H59"	74	6113532	1.2
	"Missouri"	"29"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H95"	43	6113532	0.7
	"Missouri"	"29"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	30626	6113532	501.0
	"Missouri"	"29"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	16497	6113532	269.8
	"Missouri"	"29"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	4076	6113532	66.7
	"Missouri"	"29"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	408	6113532	6.7
	"Missouri"	"29"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1180	6113532	19.3
	"Missouri"	"29"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N99"	5814	6113532	95.1
	"Missouri"	"29"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	62	6113532	1.0
	"Missouri"	"29"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	275	6113532	4.5
	"Missouri"	"29"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	282	6113532	4.6
	"Missouri"	"29"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	7393	6113532	120.9
	"Missouri"	"29"	"2017"	"2017"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	6519	6113532	106.6
	"Missouri"	"29"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	6113532	Unreliable
	"Missouri"	"29"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	6816	6113532	111.5
	"Missouri"	"29"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	4806	6126452	78.4
	"Missouri"	"29"	"2018"	"2018"	"Neoplasms"	"C00-D48"	14538	6126452	237.3
	"Missouri"	"29"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1363	6126452	22.2
	"Missouri"	"29"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	8632	6126452	140.9
	"Missouri"	"29"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	16250	6126452	265.2
	"Missouri"	"29"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	7223	6126452	117.9
	"Missouri"	"29"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	70	6126452	1.1
	"Missouri"	"29"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	48	6126452	0.8
	"Missouri"	"29"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	31032	6126452	506.5
	"Missouri"	"29"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	16889	6126452	275.7
	"Missouri"	"29"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	4325	6126452	70.6
	"Missouri"	"29"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	483	6126452	7.9
	"Missouri"	"29"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1215	6126452	19.8
	"Missouri"	"29"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	5990	6126452	97.8
	"Missouri"	"29"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	70	6126452	1.1
	"Missouri"	"29"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	272	6126452	4.4
	"Missouri"	"29"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	298	6126452	4.9
	"Missouri"	"29"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	7967	6126452	130.0
	"Missouri"	"29"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	6816	6126452	111.3
	"Missouri"	"29"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	6126452	Unreliable
	"Missouri"	"29"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	7206	6126452	117.6
	"Missouri"	"29"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	4598	6137428	74.9
	"Missouri"	"29"	"2019"	"2019"	"Neoplasms"	"C00-D48"	14326	6137428	233.4
	"Missouri"	"29"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1281	6137428	20.9
	"Missouri"	"29"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	8517	6137428	138.8
	"Missouri"	"29"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	15636	6137428	254.8
	"Missouri"	"29"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	7458	6137428	121.5
	"Missouri"	"29"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	55	6137428	0.9
	"Missouri"	"29"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	48	6137428	0.8
	"Missouri"	"29"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	30590	6137428	498.4
	"Missouri"	"29"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	15791	6137428	257.3
	"Missouri"	"29"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	4293	6137428	69.9
	"Missouri"	"29"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	453	6137428	7.4
	"Missouri"	"29"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1088	6137428	17.7
	"Missouri"	"29"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	5736	6137428	93.5
	"Missouri"	"29"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	42	6137428	0.7
	"Missouri"	"29"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	269	6137428	4.4
	"Missouri"	"29"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	286	6137428	4.7
	"Missouri"	"29"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	7783	6137428	126.8
	"Missouri"	"29"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	6620	6137428	107.9
	"Missouri"	"29"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	Suppressed	6137428	Suppressed
	"Missouri"	"29"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	7118	6137428	116.0
	"Montana"	"30"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	692	1032949	67.0
	"Montana"	"30"	"2015"	"2015"	"Neoplasms"	"C00-D48"	2444	1032949	236.6
	"Montana"	"30"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	292	1032949	28.3
	"Montana"	"30"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1563	1032949	151.3
	"Montana"	"30"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	3205	1032949	310.3
	"Montana"	"30"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	1094	1032949	105.9
	"Montana"	"30"	"2015"	"2015"	"Diseases of the eye and adnexa"	"H00-H59"	10	1032949	Unreliable
	"Montana"	"30"	"2015"	"2015"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1032949	Suppressed
	"Montana"	"30"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	4744	1032949	459.3
	"Montana"	"30"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	2670	1032949	258.5
	"Montana"	"30"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	880	1032949	85.2
	"Montana"	"30"	"2015"	"2015"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	108	1032949	10.5
	"Montana"	"30"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	322	1032949	31.2
	"Montana"	"30"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N99"	818	1032949	79.2
	"Montana"	"30"	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	10	1032949	Unreliable
	"Montana"	"30"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	39	1032949	3.8
	"Montana"	"30"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	66	1032949	6.4
	"Montana"	"30"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1783	1032949	172.6
	"Montana"	"30"	"2015"	"2015"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1252	1032949	121.2
	"Montana"	"30"	"2015"	"2015"	"Codes for special purposes"	"U00-U99"	0	1032949	Unreliable
	"Montana"	"30"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1304	1032949	126.2
	"Montana"	"30"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	712	1042520	68.3
	"Montana"	"30"	"2016"	"2016"	"Neoplasms"	"C00-D48"	2359	1042520	226.3
	"Montana"	"30"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	259	1042520	24.8
	"Montana"	"30"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1592	1042520	152.7
	"Montana"	"30"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	3266	1042520	313.3
	"Montana"	"30"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	1077	1042520	103.3
	"Montana"	"30"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H59"	10	1042520	Unreliable
	"Montana"	"30"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1042520	Suppressed
	"Montana"	"30"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	4727	1042520	453.4
	"Montana"	"30"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	2608	1042520	250.2
	"Montana"	"30"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	824	1042520	79.0
	"Montana"	"30"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	112	1042520	10.7
	"Montana"	"30"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	340	1042520	32.6
	"Montana"	"30"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	834	1042520	80.0
	"Montana"	"30"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1042520	Suppressed
	"Montana"	"30"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	40	1042520	3.8
	"Montana"	"30"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	44	1042520	4.2
	"Montana"	"30"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1723	1042520	165.3
	"Montana"	"30"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1251	1042520	120.0
	"Montana"	"30"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	1042520	Unreliable
	"Montana"	"30"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1316	1042520	126.2
	"Montana"	"30"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	759	1050493	72.3
	"Montana"	"30"	"2017"	"2017"	"Neoplasms"	"C00-D48"	2499	1050493	237.9
	"Montana"	"30"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	298	1050493	28.4
	"Montana"	"30"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1756	1050493	167.2
	"Montana"	"30"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	3438	1050493	327.3
	"Montana"	"30"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	1087	1050493	103.5
	"Montana"	"30"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H59"	13	1050493	Unreliable
	"Montana"	"30"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1050493	Suppressed
	"Montana"	"30"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	4998	1050493	475.8
	"Montana"	"30"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	2814	1050493	267.9
	"Montana"	"30"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	940	1050493	89.5
	"Montana"	"30"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	106	1050493	10.1
	"Montana"	"30"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	319	1050493	30.4
	"Montana"	"30"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N99"	865	1050493	82.3
	"Montana"	"30"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1050493	Suppressed
	"Montana"	"30"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	35	1050493	3.3
	"Montana"	"30"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	72	1050493	6.9
	"Montana"	"30"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1808	1050493	172.1
	"Montana"	"30"	"2017"	"2017"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1227	1050493	116.8
	"Montana"	"30"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	1050493	Unreliable
	"Montana"	"30"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	1316	1050493	125.3
	"Montana"	"30"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	756	1062305	71.2
	"Montana"	"30"	"2018"	"2018"	"Neoplasms"	"C00-D48"	2371	1062305	223.2
	"Montana"	"30"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	292	1062305	27.5
	"Montana"	"30"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1703	1062305	160.3
	"Montana"	"30"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	3378	1062305	318.0
	"Montana"	"30"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	1131	1062305	106.5
	"Montana"	"30"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	12	1062305	Unreliable
	"Montana"	"30"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1062305	Suppressed
	"Montana"	"30"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	5118	1062305	481.8
	"Montana"	"30"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	2722	1062305	256.2
	"Montana"	"30"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	867	1062305	81.6
	"Montana"	"30"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	106	1062305	10.0
	"Montana"	"30"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	301	1062305	28.3
	"Montana"	"30"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	873	1062305	82.2
	"Montana"	"30"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1062305	Suppressed
	"Montana"	"30"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	36	1062305	3.4
	"Montana"	"30"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	62	1062305	5.8
	"Montana"	"30"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1823	1062305	171.6
	"Montana"	"30"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1199	1062305	112.9
	"Montana"	"30"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	1062305	Unreliable
	"Montana"	"30"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	1283	1062305	120.8
	"Montana"	"30"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	777	1068778	72.7
	"Montana"	"30"	"2019"	"2019"	"Neoplasms"	"C00-D48"	2447	1068778	229.0
	"Montana"	"30"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	334	1068778	31.3
	"Montana"	"30"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1876	1068778	175.5
	"Montana"	"30"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	3490	1068778	326.5
	"Montana"	"30"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	1257	1068778	117.6
	"Montana"	"30"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	18	1068778	Unreliable
	"Montana"	"30"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1068778	Suppressed
	"Montana"	"30"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	5289	1068778	494.9
	"Montana"	"30"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	2851	1068778	266.8
	"Montana"	"30"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	951	1068778	89.0
	"Montana"	"30"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	130	1068778	12.2
	"Montana"	"30"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	361	1068778	33.8
	"Montana"	"30"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	951	1068778	89.0
	"Montana"	"30"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1068778	Suppressed
	"Montana"	"30"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	24	1068778	2.2
	"Montana"	"30"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	58	1068778	5.4
	"Montana"	"30"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1771	1068778	165.7
	"Montana"	"30"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1292	1068778	120.9
	"Montana"	"30"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	0	1068778	Unreliable
	"Montana"	"30"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	1407	1068778	131.6
	"Nebraska"	"31"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	1167	1896190	61.5
	"Nebraska"	"31"	"2015"	"2015"	"Neoplasms"	"C00-D48"	4127	1896190	217.6
	"Nebraska"	"31"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	562	1896190	29.6
	"Nebraska"	"31"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	3313	1896190	174.7
	"Nebraska"	"31"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	4988	1896190	263.1
	"Nebraska"	"31"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	1968	1896190	103.8
	"Nebraska"	"31"	"2015"	"2015"	"Diseases of the eye and adnexa"	"H00-H59"	46	1896190	2.4
	"Nebraska"	"31"	"2015"	"2015"	"Diseases of the ear and mastoid process"	"H60-H95"	14	1896190	Unreliable
	"Nebraska"	"31"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	9686	1896190	510.8
	"Nebraska"	"31"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	5173	1896190	272.8
	"Nebraska"	"31"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	1293	1896190	68.2
	"Nebraska"	"31"	"2015"	"2015"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	172	1896190	9.1
	"Nebraska"	"31"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	775	1896190	40.9
	"Nebraska"	"31"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N99"	1804	1896190	95.1
	"Nebraska"	"31"	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1896190	Suppressed
	"Nebraska"	"31"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	98	1896190	5.2
	"Nebraska"	"31"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	129	1896190	6.8
	"Nebraska"	"31"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3821	1896190	201.5
	"Nebraska"	"31"	"2015"	"2015"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1577	1896190	83.2
	"Nebraska"	"31"	"2015"	"2015"	"Codes for special purposes"	"U00-U99"	0	1896190	Unreliable
	"Nebraska"	"31"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1715	1896190	90.4
	"Nebraska"	"31"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	1228	1907116	64.4
	"Nebraska"	"31"	"2016"	"2016"	"Neoplasms"	"C00-D48"	4120	1907116	216.0
	"Nebraska"	"31"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	608	1907116	31.9
	"Nebraska"	"31"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	3436	1907116	180.2
	"Nebraska"	"31"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	4856	1907116	254.6
	"Nebraska"	"31"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	2105	1907116	110.4
	"Nebraska"	"31"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H59"	37	1907116	1.9
	"Nebraska"	"31"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H95"	11	1907116	Unreliable
	"Nebraska"	"31"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	9402	1907116	493.0
	"Nebraska"	"31"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	5075	1907116	266.1
	"Nebraska"	"31"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	1426	1907116	74.8
	"Nebraska"	"31"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	164	1907116	8.6
	"Nebraska"	"31"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	681	1907116	35.7
	"Nebraska"	"31"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	1789	1907116	93.8
	"Nebraska"	"31"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	12	1907116	Unreliable
