"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Projected Populations
	"35-39 years"	"35-39"	"Connecticut"	"09"	"2022"	"2022"	"Male"	"M"	120749
	"35-39 years"	"35-39"	"Connecticut"	"09"	"2023"	"2023"	"Female"	"F"	127193
	"35-39 years"	"35-39"	"Connecticut"	"09"	"2023"	"2023"	"Male"	"M"	121529
	"35-39 years"	"35-39"	"Connecticut"	"09"	"2024"	"2024"	"Female"	"F"	128373
	"35-39 years"	"35-39"	"Connecticut"	"09"	"2024"	"2024"	"Male"	"M"	122785
	"35-39 years"	"35-39"	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	27279
	"35-39 years"	"35-39"	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	25920
	"35-39 years"	"35-39"	"Delaware"	"10"	"2014"	"2014"	"Female"	"F"	28382
	"35-39 years"	"35-39"	"Delaware"	"10"	"2014"	"2014"	"Male"	"M"	26429
	"35-39 years"	"35-39"	"Delaware"	"10"	"2015"	"2015"	"Female"	"F"	29677
	"35-39 years"	"35-39"	"Delaware"	"10"	"2015"	"2015"	"Male"	"M"	27247
	"35-39 years"	"35-39"	"Delaware"	"10"	"2016"	"2016"	"Female"	"F"	31351
	"35-39 years"	"35-39"	"Delaware"	"10"	"2016"	"2016"	"Male"	"M"	28086
	"35-39 years"	"35-39"	"Delaware"	"10"	"2017"	"2017"	"Female"	"F"	32217
	"35-39 years"	"35-39"	"Delaware"	"10"	"2017"	"2017"	"Male"	"M"	28575
	"35-39 years"	"35-39"	"Delaware"	"10"	"2018"	"2018"	"Female"	"F"	32123
	"35-39 years"	"35-39"	"Delaware"	"10"	"2018"	"2018"	"Male"	"M"	28669
	"35-39 years"	"35-39"	"Delaware"	"10"	"2019"	"2019"	"Female"	"F"	31644
	"35-39 years"	"35-39"	"Delaware"	"10"	"2019"	"2019"	"Male"	"M"	28590
	"35-39 years"	"35-39"	"Delaware"	"10"	"2020"	"2020"	"Female"	"F"	30962
	"35-39 years"	"35-39"	"Delaware"	"10"	"2020"	"2020"	"Male"	"M"	28214
	"35-39 years"	"35-39"	"Delaware"	"10"	"2021"	"2021"	"Female"	"F"	30109
	"35-39 years"	"35-39"	"Delaware"	"10"	"2021"	"2021"	"Male"	"M"	27839
	"35-39 years"	"35-39"	"Delaware"	"10"	"2022"	"2022"	"Female"	"F"	29821
	"35-39 years"	"35-39"	"Delaware"	"10"	"2022"	"2022"	"Male"	"M"	27560
	"35-39 years"	"35-39"	"Delaware"	"10"	"2023"	"2023"	"Female"	"F"	30185
	"35-39 years"	"35-39"	"Delaware"	"10"	"2023"	"2023"	"Male"	"M"	27431
	"35-39 years"	"35-39"	"Delaware"	"10"	"2024"	"2024"	"Female"	"F"	30500
	"35-39 years"	"35-39"	"Delaware"	"10"	"2024"	"2024"	"Male"	"M"	27423
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2013"	"2013"	"Female"	"F"	19052
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2013"	"2013"	"Male"	"M"	20108
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2014"	"2014"	"Female"	"F"	19497
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2014"	"2014"	"Male"	"M"	20824
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2015"	"2015"	"Female"	"F"	20211
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2015"	"2015"	"Male"	"M"	21774
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2016"	"2016"	"Female"	"F"	21098
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2016"	"2016"	"Male"	"M"	22693
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	20685
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	22450
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2018"	"2018"	"Female"	"F"	19131
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2018"	"2018"	"Male"	"M"	21246
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	17521
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	19663
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2020"	"2020"	"Female"	"F"	15523
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2020"	"2020"	"Male"	"M"	17755
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2021"	"2021"	"Female"	"F"	13581
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2021"	"2021"	"Male"	"M"	15982
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2022"	"2022"	"Female"	"F"	13294
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2022"	"2022"	"Male"	"M"	15494
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2023"	"2023"	"Female"	"F"	14327
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2023"	"2023"	"Male"	"M"	15820
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2024"	"2024"	"Female"	"F"	15484
	"35-39 years"	"35-39"	"District of Columbia"	"11"	"2024"	"2024"	"Male"	"M"	16332
	"35-39 years"	"35-39"	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	564300
	"35-39 years"	"35-39"	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	555582
	"35-39 years"	"35-39"	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	573624
	"35-39 years"	"35-39"	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	565608
	"35-39 years"	"35-39"	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	588195
	"35-39 years"	"35-39"	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	579998
	"35-39 years"	"35-39"	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	607760
	"35-39 years"	"35-39"	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	598956
	"35-39 years"	"35-39"	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	627082
	"35-39 years"	"35-39"	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	618816
	"35-39 years"	"35-39"	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	646806
	"35-39 years"	"35-39"	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	639629
	"35-39 years"	"35-39"	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	666244
	"35-39 years"	"35-39"	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	658365
	"35-39 years"	"35-39"	"Florida"	"12"	"2020"	"2020"	"Female"	"F"	682208
	"35-39 years"	"35-39"	"Florida"	"12"	"2020"	"2020"	"Male"	"M"	673796
	"35-39 years"	"35-39"	"Florida"	"12"	"2021"	"2021"	"Female"	"F"	697135
	"35-39 years"	"35-39"	"Florida"	"12"	"2021"	"2021"	"Male"	"M"	688496
	"35-39 years"	"35-39"	"Florida"	"12"	"2022"	"2022"	"Female"	"F"	712737
	"35-39 years"	"35-39"	"Florida"	"12"	"2022"	"2022"	"Male"	"M"	701800
	"35-39 years"	"35-39"	"Florida"	"12"	"2023"	"2023"	"Female"	"F"	730133
	"35-39 years"	"35-39"	"Florida"	"12"	"2023"	"2023"	"Male"	"M"	715735
	"35-39 years"	"35-39"	"Florida"	"12"	"2024"	"2024"	"Female"	"F"	748583
	"35-39 years"	"35-39"	"Florida"	"12"	"2024"	"2024"	"Male"	"M"	732301
	"35-39 years"	"35-39"	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	323496
	"35-39 years"	"35-39"	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	347573
	"35-39 years"	"35-39"	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	325563
	"35-39 years"	"35-39"	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	353798
	"35-39 years"	"35-39"	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	330596
	"35-39 years"	"35-39"	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	361745
	"35-39 years"	"35-39"	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	336906
	"35-39 years"	"35-39"	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	370247
	"35-39 years"	"35-39"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	340485
	"35-39 years"	"35-39"	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	375455
	"35-39 years"	"35-39"	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	342232
	"35-39 years"	"35-39"	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	377280
	"35-39 years"	"35-39"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	342480
	"35-39 years"	"35-39"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	375493
	"35-39 years"	"35-39"	"Georgia"	"13"	"2020"	"2020"	"Female"	"F"	340180
	"35-39 years"	"35-39"	"Georgia"	"13"	"2020"	"2020"	"Male"	"M"	370630
	"35-39 years"	"35-39"	"Georgia"	"13"	"2021"	"2021"	"Female"	"F"	338946
	"35-39 years"	"35-39"	"Georgia"	"13"	"2021"	"2021"	"Male"	"M"	365835
	"35-39 years"	"35-39"	"Georgia"	"13"	"2022"	"2022"	"Female"	"F"	340757
	"35-39 years"	"35-39"	"Georgia"	"13"	"2022"	"2022"	"Male"	"M"	363129
	"35-39 years"	"35-39"	"Georgia"	"13"	"2023"	"2023"	"Female"	"F"	344666
	"35-39 years"	"35-39"	"Georgia"	"13"	"2023"	"2023"	"Male"	"M"	363623
	"35-39 years"	"35-39"	"Georgia"	"13"	"2024"	"2024"	"Female"	"F"	350383
	"35-39 years"	"35-39"	"Georgia"	"13"	"2024"	"2024"	"Male"	"M"	367198
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2013"	"2013"	"Female"	"F"	38166
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2013"	"2013"	"Male"	"M"	40173
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2014"	"2014"	"Female"	"F"	38509
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2014"	"2014"	"Male"	"M"	40799
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2015"	"2015"	"Female"	"F"	39070
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2015"	"2015"	"Male"	"M"	40725
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2016"	"2016"	"Female"	"F"	39597
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2016"	"2016"	"Male"	"M"	40285
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	40349
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	39605
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2018"	"2018"	"Female"	"F"	41668
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2018"	"2018"	"Male"	"M"	39524
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	42944
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	39660
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2020"	"2020"	"Female"	"F"	43798
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2020"	"2020"	"Male"	"M"	40402
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2021"	"2021"	"Female"	"F"	44915
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2021"	"2021"	"Male"	"M"	41918
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2022"	"2022"	"Female"	"F"	45736
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2022"	"2022"	"Male"	"M"	43822
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2023"	"2023"	"Female"	"F"	45954
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2023"	"2023"	"Male"	"M"	45167
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2024"	"2024"	"Female"	"F"	46009
	"35-39 years"	"35-39"	"Hawaii"	"15"	"2024"	"2024"	"Male"	"M"	46310
	"35-39 years"	"35-39"	"Idaho"	"16"	"2013"	"2013"	"Female"	"F"	52069
	"35-39 years"	"35-39"	"Idaho"	"16"	"2013"	"2013"	"Male"	"M"	55816
	"35-39 years"	"35-39"	"Idaho"	"16"	"2014"	"2014"	"Female"	"F"	54744
	"35-39 years"	"35-39"	"Idaho"	"16"	"2014"	"2014"	"Male"	"M"	57818
	"35-39 years"	"35-39"	"Idaho"	"16"	"2015"	"2015"	"Female"	"F"	58364
	"35-39 years"	"35-39"	"Idaho"	"16"	"2015"	"2015"	"Male"	"M"	59020
	"35-39 years"	"35-39"	"Idaho"	"16"	"2016"	"2016"	"Female"	"F"	62501
	"35-39 years"	"35-39"	"Idaho"	"16"	"2016"	"2016"	"Male"	"M"	60769
	"35-39 years"	"35-39"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	65442
	"35-39 years"	"35-39"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	62585
	"35-39 years"	"35-39"	"Idaho"	"16"	"2018"	"2018"	"Female"	"F"	67271
	"35-39 years"	"35-39"	"Idaho"	"16"	"2018"	"2018"	"Male"	"M"	63775
	"35-39 years"	"35-39"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	67766
	"35-39 years"	"35-39"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	64824
	"35-39 years"	"35-39"	"Idaho"	"16"	"2020"	"2020"	"Female"	"F"	66566
	"35-39 years"	"35-39"	"Idaho"	"16"	"2020"	"2020"	"Male"	"M"	65881
	"35-39 years"	"35-39"	"Idaho"	"16"	"2021"	"2021"	"Female"	"F"	64007
	"35-39 years"	"35-39"	"Idaho"	"16"	"2021"	"2021"	"Male"	"M"	65707
	"35-39 years"	"35-39"	"Idaho"	"16"	"2022"	"2022"	"Female"	"F"	61750
	"35-39 years"	"35-39"	"Idaho"	"16"	"2022"	"2022"	"Male"	"M"	64288
	"35-39 years"	"35-39"	"Idaho"	"16"	"2023"	"2023"	"Female"	"F"	60217
	"35-39 years"	"35-39"	"Idaho"	"16"	"2023"	"2023"	"Male"	"M"	63142
	"35-39 years"	"35-39"	"Idaho"	"16"	"2024"	"2024"	"Female"	"F"	59459
	"35-39 years"	"35-39"	"Idaho"	"16"	"2024"	"2024"	"Male"	"M"	62219
	"35-39 years"	"35-39"	"Illinois"	"17"	"2013"	"2013"	"Female"	"F"	414802
	"35-39 years"	"35-39"	"Illinois"	"17"	"2013"	"2013"	"Male"	"M"	422788
	"35-39 years"	"35-39"	"Illinois"	"17"	"2014"	"2014"	"Female"	"F"	417343
	"35-39 years"	"35-39"	"Illinois"	"17"	"2014"	"2014"	"Male"	"M"	427688
	"35-39 years"	"35-39"	"Illinois"	"17"	"2015"	"2015"	"Female"	"F"	422564
	"35-39 years"	"35-39"	"Illinois"	"17"	"2015"	"2015"	"Male"	"M"	436027
	"35-39 years"	"35-39"	"Illinois"	"17"	"2016"	"2016"	"Female"	"F"	429206
	"35-39 years"	"35-39"	"Illinois"	"17"	"2016"	"2016"	"Male"	"M"	447123
	"35-39 years"	"35-39"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	434513
	"35-39 years"	"35-39"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	456709
	"35-39 years"	"35-39"	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	439638
	"35-39 years"	"35-39"	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	464530
	"35-39 years"	"35-39"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	441228
	"35-39 years"	"35-39"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	467347
	"35-39 years"	"35-39"	"Illinois"	"17"	"2020"	"2020"	"Female"	"F"	438624
	"35-39 years"	"35-39"	"Illinois"	"17"	"2020"	"2020"	"Male"	"M"	464019
	"35-39 years"	"35-39"	"Illinois"	"17"	"2021"	"2021"	"Female"	"F"	435444
	"35-39 years"	"35-39"	"Illinois"	"17"	"2021"	"2021"	"Male"	"M"	458577
	"35-39 years"	"35-39"	"Illinois"	"17"	"2022"	"2022"	"Female"	"F"	431976
	"35-39 years"	"35-39"	"Illinois"	"17"	"2022"	"2022"	"Male"	"M"	453248
	"35-39 years"	"35-39"	"Illinois"	"17"	"2023"	"2023"	"Female"	"F"	429519
	"35-39 years"	"35-39"	"Illinois"	"17"	"2023"	"2023"	"Male"	"M"	450460
	"35-39 years"	"35-39"	"Illinois"	"17"	"2024"	"2024"	"Female"	"F"	430279
	"35-39 years"	"35-39"	"Illinois"	"17"	"2024"	"2024"	"Male"	"M"	450957
	"35-39 years"	"35-39"	"Indiana"	"18"	"2013"	"2013"	"Female"	"F"	201758
	"35-39 years"	"35-39"	"Indiana"	"18"	"2013"	"2013"	"Male"	"M"	211376
	"35-39 years"	"35-39"	"Indiana"	"18"	"2014"	"2014"	"Female"	"F"	206922
	"35-39 years"	"35-39"	"Indiana"	"18"	"2014"	"2014"	"Male"	"M"	216671
	"35-39 years"	"35-39"	"Indiana"	"18"	"2015"	"2015"	"Female"	"F"	213456
	"35-39 years"	"35-39"	"Indiana"	"18"	"2015"	"2015"	"Male"	"M"	223292
	"35-39 years"	"35-39"	"Indiana"	"18"	"2016"	"2016"	"Female"	"F"	219872
	"35-39 years"	"35-39"	"Indiana"	"18"	"2016"	"2016"	"Male"	"M"	229787
	"35-39 years"	"35-39"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	222035
	"35-39 years"	"35-39"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	232339
	"35-39 years"	"35-39"	"Indiana"	"18"	"2018"	"2018"	"Female"	"F"	220713
	"35-39 years"	"35-39"	"Indiana"	"18"	"2018"	"2018"	"Male"	"M"	231589
	"35-39 years"	"35-39"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	216538
	"35-39 years"	"35-39"	"Indiana"	"18"	"2019"	"2019"	"Male"	"M"	228306
	"35-39 years"	"35-39"	"Indiana"	"18"	"2020"	"2020"	"Female"	"F"	210952
	"35-39 years"	"35-39"	"Indiana"	"18"	"2020"	"2020"	"Male"	"M"	223213
	"35-39 years"	"35-39"	"Indiana"	"18"	"2021"	"2021"	"Female"	"F"	206204
	"35-39 years"	"35-39"	"Indiana"	"18"	"2021"	"2021"	"Male"	"M"	218019
	"35-39 years"	"35-39"	"Indiana"	"18"	"2022"	"2022"	"Female"	"F"	204071
	"35-39 years"	"35-39"	"Indiana"	"18"	"2022"	"2022"	"Male"	"M"	214919
	"35-39 years"	"35-39"	"Indiana"	"18"	"2023"	"2023"	"Female"	"F"	204056
	"35-39 years"	"35-39"	"Indiana"	"18"	"2023"	"2023"	"Male"	"M"	213824
	"35-39 years"	"35-39"	"Indiana"	"18"	"2024"	"2024"	"Female"	"F"	205795
	"35-39 years"	"35-39"	"Indiana"	"18"	"2024"	"2024"	"Male"	"M"	214741
	"35-39 years"	"35-39"	"Iowa"	"19"	"2013"	"2013"	"Female"	"F"	92349
	"35-39 years"	"35-39"	"Iowa"	"19"	"2013"	"2013"	"Male"	"M"	95994
	"35-39 years"	"35-39"	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	96015
	"35-39 years"	"35-39"	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	99589
	"35-39 years"	"35-39"	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	99952
	"35-39 years"	"35-39"	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	103041
	"35-39 years"	"35-39"	"Iowa"	"19"	"2016"	"2016"	"Female"	"F"	103605
	"35-39 years"	"35-39"	"Iowa"	"19"	"2016"	"2016"	"Male"	"M"	106161
	"35-39 years"	"35-39"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	105123
	"35-39 years"	"35-39"	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	107602
	"35-39 years"	"35-39"	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	104151
	"35-39 years"	"35-39"	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	107050
	"35-39 years"	"35-39"	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	101684
	"35-39 years"	"35-39"	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	105040
	"35-39 years"	"35-39"	"Iowa"	"19"	"2020"	"2020"	"Female"	"F"	97927
	"35-39 years"	"35-39"	"Iowa"	"19"	"2020"	"2020"	"Male"	"M"	101828
	"35-39 years"	"35-39"	"Iowa"	"19"	"2021"	"2021"	"Female"	"F"	93934
	"35-39 years"	"35-39"	"Iowa"	"19"	"2021"	"2021"	"Male"	"M"	98501
	"35-39 years"	"35-39"	"Iowa"	"19"	"2022"	"2022"	"Female"	"F"	90839
	"35-39 years"	"35-39"	"Iowa"	"19"	"2022"	"2022"	"Male"	"M"	95392
	"35-39 years"	"35-39"	"Iowa"	"19"	"2023"	"2023"	"Female"	"F"	89001
	"35-39 years"	"35-39"	"Iowa"	"19"	"2023"	"2023"	"Male"	"M"	93248
	"35-39 years"	"35-39"	"Iowa"	"19"	"2024"	"2024"	"Female"	"F"	87977
	"35-39 years"	"35-39"	"Iowa"	"19"	"2024"	"2024"	"Male"	"M"	92093
	"35-39 years"	"35-39"	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	87088
	"35-39 years"	"35-39"	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	89496
	"35-39 years"	"35-39"	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	89216
	"35-39 years"	"35-39"	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	91845
	"35-39 years"	"35-39"	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	91611
	"35-39 years"	"35-39"	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	94272
	"35-39 years"	"35-39"	"Kansas"	"20"	"2016"	"2016"	"Female"	"F"	93818
	"35-39 years"	"35-39"	"Kansas"	"20"	"2016"	"2016"	"Male"	"M"	96601
	"35-39 years"	"35-39"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	94990
	"35-39 years"	"35-39"	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	97638
	"35-39 years"	"35-39"	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	95776
	"35-39 years"	"35-39"	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	98107
	"35-39 years"	"35-39"	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	95874
	"35-39 years"	"35-39"	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	97747
	"35-39 years"	"35-39"	"Kansas"	"20"	"2020"	"2020"	"Female"	"F"	94917
	"35-39 years"	"35-39"	"Kansas"	"20"	"2020"	"2020"	"Male"	"M"	96619
	"35-39 years"	"35-39"	"Kansas"	"20"	"2021"	"2021"	"Female"	"F"	93714
	"35-39 years"	"35-39"	"Kansas"	"20"	"2021"	"2021"	"Male"	"M"	95557
	"35-39 years"	"35-39"	"Kansas"	"20"	"2022"	"2022"	"Female"	"F"	92803
	"35-39 years"	"35-39"	"Kansas"	"20"	"2022"	"2022"	"Male"	"M"	94953
	"35-39 years"	"35-39"	"Kansas"	"20"	"2023"	"2023"	"Female"	"F"	91853
	"35-39 years"	"35-39"	"Kansas"	"20"	"2023"	"2023"	"Male"	"M"	94391
	"35-39 years"	"35-39"	"Kansas"	"20"	"2024"	"2024"	"Female"	"F"	91229
	"35-39 years"	"35-39"	"Kansas"	"20"	"2024"	"2024"	"Male"	"M"	94257
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2013"	"2013"	"Female"	"F"	136989
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2013"	"2013"	"Male"	"M"	139756
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2014"	"2014"	"Female"	"F"	138975
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2014"	"2014"	"Male"	"M"	142028
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2015"	"2015"	"Female"	"F"	141576
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2015"	"2015"	"Male"	"M"	144690
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2016"	"2016"	"Female"	"F"	144191
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2016"	"2016"	"Male"	"M"	146934
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	144692
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	147293
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	144178
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	147404
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	142591
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	146256
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2020"	"2020"	"Female"	"F"	139700
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2020"	"2020"	"Male"	"M"	144165
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2021"	"2021"	"Female"	"F"	137092
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2021"	"2021"	"Male"	"M"	142685
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2022"	"2022"	"Female"	"F"	135714
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2022"	"2022"	"Male"	"M"	142060
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2023"	"2023"	"Female"	"F"	134792
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2023"	"2023"	"Male"	"M"	141266
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2024"	"2024"	"Female"	"F"	134874
	"35-39 years"	"35-39"	"Kentucky"	"21"	"2024"	"2024"	"Male"	"M"	141894
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2013"	"2013"	"Female"	"F"	140022
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2013"	"2013"	"Male"	"M"	140419
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2014"	"2014"	"Female"	"F"	143411
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2014"	"2014"	"Male"	"M"	144415
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2015"	"2015"	"Female"	"F"	147570
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2015"	"2015"	"Male"	"M"	149106
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2016"	"2016"	"Female"	"F"	151886
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2016"	"2016"	"Male"	"M"	153746
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	154942
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	157247
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2018"	"2018"	"Female"	"F"	156248
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2018"	"2018"	"Male"	"M"	160346
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	156257
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2019"	"2019"	"Male"	"M"	162199
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2020"	"2020"	"Female"	"F"	154557
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2020"	"2020"	"Male"	"M"	162406
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2021"	"2021"	"Female"	"F"	151838
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2021"	"2021"	"Male"	"M"	161934
	"35-39 years"	"35-39"	"Louisiana"	"22"	"2022"	"2022"	"Female"	"F"	148842
