"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Nebraska"	"31"	"2020"	"2020"	"Certain infectious and parasitic diseases"	"A00-B99"	1612	1937552	83.2
	"Nebraska"	"31"	"2020"	"2020"	"Neoplasms"	"C00-D48"	4428	1937552	228.5
	"Nebraska"	"31"	"2020"	"2020"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	836	1937552	43.1
	"Nebraska"	"31"	"2020"	"2020"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	4973	1937552	256.7
	"Nebraska"	"31"	"2020"	"2020"	"Mental and behavioural disorders"	"F01-F99"	5517	1937552	284.7
	"Nebraska"	"31"	"2020"	"2020"	"Diseases of the nervous system"	"G00-G98"	2999	1937552	154.8
	"Nebraska"	"31"	"2020"	"2020"	"Diseases of the eye and adnexa"	"H00-H59"	62	1937552	3.2
	"Nebraska"	"31"	"2020"	"2020"	"Diseases of the ear and mastoid process"	"H60-H95"	20	1937552	1.0
	"Nebraska"	"31"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	11369	1937552	586.8
	"Nebraska"	"31"	"2020"	"2020"	"Diseases of the respiratory system"	"J00-J98"	6699	1937552	345.7
	"Nebraska"	"31"	"2020"	"2020"	"Diseases of the digestive system"	"K00-K92"	1796	1937552	92.7
	"Nebraska"	"31"	"2020"	"2020"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	240	1937552	12.4
	"Nebraska"	"31"	"2020"	"2020"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	732	1937552	37.8
	"Nebraska"	"31"	"2020"	"2020"	"Diseases of the genitourinary system"	"N00-N99"	2540	1937552	131.1
	"Nebraska"	"31"	"2020"	"2020"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1937552	Suppressed
	"Nebraska"	"31"	"2020"	"2020"	"Certain conditions originating in the perinatal period"	"P00-P96"	82	1937552	4.2
	"Nebraska"	"31"	"2020"	"2020"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	133	1937552	6.9
	"Nebraska"	"31"	"2020"	"2020"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	5115	1937552	264.0
	"Nebraska"	"31"	"2020"	"2020"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1795	1937552	92.6
	"Nebraska"	"31"	"2020"	"2020"	"Codes for special purposes"	"U00-U99"	2281	1937552	117.7
	"Nebraska"	"31"	"2020"	"2020"	"External causes of morbidity and mortality"	"V01-Y89"	2028	1937552	104.7
	"Nebraska"	"31"	"2020"	"2020"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Nebraska"	"31"	"2021"	"2021"	"Certain infectious and parasitic diseases"	"A00-B99"	1843	1963692	93.9
	"Nebraska"	"31"	"2021"	"2021"	"Neoplasms"	"C00-D48"	4495	1963692	228.9
	"Nebraska"	"31"	"2021"	"2021"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	911	1963692	46.4
	"Nebraska"	"31"	"2021"	"2021"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	5174	1963692	263.5
	"Nebraska"	"31"	"2021"	"2021"	"Mental and behavioural disorders"	"F01-F99"	4965	1963692	252.8
	"Nebraska"	"31"	"2021"	"2021"	"Diseases of the nervous system"	"G00-G98"	2854	1963692	145.3
	"Nebraska"	"31"	"2021"	"2021"	"Diseases of the eye and adnexa"	"H00-H59"	40	1963692	2.0
	"Nebraska"	"31"	"2021"	"2021"	"Diseases of the ear and mastoid process"	"H60-H95"	25	1963692	1.3
	"Nebraska"	"31"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	11537	1963692	587.5
	"Nebraska"	"31"	"2021"	"2021"	"Diseases of the respiratory system"	"J00-J98"	6517	1963692	331.9
	"Nebraska"	"31"	"2021"	"2021"	"Diseases of the digestive system"	"K00-K92"	1851	1963692	94.3
	"Nebraska"	"31"	"2021"	"2021"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	221	1963692	11.3
	"Nebraska"	"31"	"2021"	"2021"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	730	1963692	37.2
	"Nebraska"	"31"	"2021"	"2021"	"Diseases of the genitourinary system"	"N00-N99"	2510	1963692	127.8
	"Nebraska"	"31"	"2021"	"2021"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1963692	Suppressed
	"Nebraska"	"31"	"2021"	"2021"	"Certain conditions originating in the perinatal period"	"P00-P96"	74	1963692	3.8
	"Nebraska"	"31"	"2021"	"2021"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	126	1963692	6.4
	"Nebraska"	"31"	"2021"	"2021"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	4877	1963692	248.4
	"Nebraska"	"31"	"2021"	"2021"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1810	1963692	92.2
	"Nebraska"	"31"	"2021"	"2021"	"Codes for special purposes"	"U00-U99"	1892	1963692	96.3
	"Nebraska"	"31"	"2021"	"2021"	"External causes of morbidity and mortality"	"V01-Y89"	2069	1963692	105.4
	"Nebraska"	"31"	"2021"	"2021"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Nebraska"	"31"	"2022"	"2022"	"Certain infectious and parasitic diseases"	"A00-B99"	1606	1967923	81.6
	"Nebraska"	"31"	"2022"	"2022"	"Neoplasms"	"C00-D48"	4334	1967923	220.2
	"Nebraska"	"31"	"2022"	"2022"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	901	1967923	45.8
	"Nebraska"	"31"	"2022"	"2022"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	4986	1967923	253.4
	"Nebraska"	"31"	"2022"	"2022"	"Mental and behavioural disorders"	"F01-F99"	5080	1967923	258.1
	"Nebraska"	"31"	"2022"	"2022"	"Diseases of the nervous system"	"G00-G98"	2938	1967923	149.3
	"Nebraska"	"31"	"2022"	"2022"	"Diseases of the eye and adnexa"	"H00-H59"	43	1967923	2.2
	"Nebraska"	"31"	"2022"	"2022"	"Diseases of the ear and mastoid process"	"H60-H95"	22	1967923	1.1
	"Nebraska"	"31"	"2022"	"2022"	"Diseases of the circulatory system"	"I00-I99"	11429	1967923	580.8
	"Nebraska"	"31"	"2022"	"2022"	"Diseases of the respiratory system"	"J00-J98"	5865	1967923	298.0
	"Nebraska"	"31"	"2022"	"2022"	"Diseases of the digestive system"	"K00-K92"	1715	1967923	87.1
	"Nebraska"	"31"	"2022"	"2022"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	219	1967923	11.1
	"Nebraska"	"31"	"2022"	"2022"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	694	1967923	35.3
	"Nebraska"	"31"	"2022"	"2022"	"Diseases of the genitourinary system"	"N00-N99"	2287	1967923	116.2
	"Nebraska"	"31"	"2022"	"2022"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1967923	Suppressed
	"Nebraska"	"31"	"2022"	"2022"	"Certain conditions originating in the perinatal period"	"P00-P96"	97	1967923	4.9
	"Nebraska"	"31"	"2022"	"2022"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	137	1967923	7.0
	"Nebraska"	"31"	"2022"	"2022"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	4673	1967923	237.5
	"Nebraska"	"31"	"2022"	"2022"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1877	1967923	95.4
	"Nebraska"	"31"	"2022"	"2022"	"Codes for special purposes"	"U00-U99"	1284	1967923	65.2
	"Nebraska"	"31"	"2022"	"2022"	"External causes of morbidity and mortality"	"V01-Y89"	2047	1967923	104.0
	"Nebraska"	"31"	"2022"	"2022"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Certain infectious and parasitic diseases"	"A00-B99"	1642	1967923	83.4
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Neoplasms"	"C00-D48"	4495	1967923	228.4
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	917	1967923	46.6
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	4949	1967923	251.5
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Mental and behavioural disorders"	"F01-F99"	4911	1967923	249.6
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Diseases of the nervous system"	"G00-G98"	2951	1967923	150.0
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Diseases of the eye and adnexa"	"H00-H59"	40	1967923	2.0
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Diseases of the ear and mastoid process"	"H60-H95"	29	1967923	1.5
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Diseases of the circulatory system"	"I00-I99"	11361	1967923	577.3
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Diseases of the respiratory system"	"J00-J98"	5640	1967923	286.6
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Diseases of the digestive system"	"K00-K92"	1763	1967923	89.6
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	224	1967923	11.4
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	628	1967923	31.9
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Diseases of the genitourinary system"	"N00-N99"	2280	1967923	115.9
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1967923	Suppressed
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Certain conditions originating in the perinatal period"	"P00-P96"	100	1967923	5.1
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	137	1967923	7.0
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	4302	1967923	218.6
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1702	1967923	86.5
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Codes for special purposes"	"U00-U99"	484	1967923	24.6
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"External causes of morbidity and mortality"	"V01-Y89"	1685	1967923	85.6
	"Nebraska"	"31"	"2023 (provisional)"	"2023"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	161	1967923	8.2
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Certain infectious and parasitic diseases"	"A00-B99"	617	1967923	31.4
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Neoplasms"	"C00-D48"	1717	1967923	87.2
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	303	1967923	15.4
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1910	1967923	97.1
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Mental and behavioural disorders"	"F01-F99"	1915	1967923	97.3
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Diseases of the nervous system"	"G00-G98"	1132	1967923	57.5
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Diseases of the eye and adnexa"	"H00-H59"	10	1967923	Unreliable
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Diseases of the ear and mastoid process"	"H60-H95"	17	1967923	Unreliable
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Diseases of the circulatory system"	"I00-I99"	4375	1967923	222.3
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Diseases of the respiratory system"	"J00-J98"	2227	1967923	113.2
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Diseases of the digestive system"	"K00-K92"	633	1967923	32.2
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	96	1967923	4.9
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	245	1967923	12.4
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Diseases of the genitourinary system"	"N00-N99"	929	1967923	47.2
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1967923	Suppressed
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Certain conditions originating in the perinatal period"	"P00-P96"	40	1967923	2.0
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	42	1967923	2.1
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1750	1967923	88.9
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	454	1967923	23.1
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Codes for special purposes"	"U00-U99"	159	1967923	8.1
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"External causes of morbidity and mortality"	"V01-Y89"	0	1967923	Unreliable
	"Nebraska"	"31"	"2024 (provisional and partial)"	"2024"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	527	1967923	26.8
	"Nevada"	"32"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	2249	3034392	74.1
	"Nevada"	"32"	"2018"	"2018"	"Neoplasms"	"C00-D48"	5691	3034392	187.5
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	598	3034392	19.7
	"Nevada"	"32"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	3659	3034392	120.6
	"Nevada"	"32"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	5442	3034392	179.3
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	2526	3034392	83.2
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	30	3034392	1.0
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	11	3034392	Unreliable
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	13743	3034392	452.9
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	6246	3034392	205.8
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	1959	3034392	64.6
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	194	3034392	6.4
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	329	3034392	10.8
	"Nevada"	"32"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	1976	3034392	65.1
	"Nevada"	"32"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	3034392	Suppressed
	"Nevada"	"32"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	130	3034392	4.3
	"Nevada"	"32"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	113	3034392	3.7
	"Nevada"	"32"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	7061	3034392	232.7
	"Nevada"	"32"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	2931	3034392	96.6
	"Nevada"	"32"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	3034392	Unreliable
	"Nevada"	"32"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	3108	3034392	102.4
	"Nevada"	"32"	"2018"	"2018"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Nevada"	"32"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	2208	3080156	71.7
	"Nevada"	"32"	"2019"	"2019"	"Neoplasms"	"C00-D48"	5972	3080156	193.9
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	586	3080156	19.0
	"Nevada"	"32"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	4069	3080156	132.1
	"Nevada"	"32"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	5810	3080156	188.6
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	2689	3080156	87.3
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	16	3080156	Unreliable
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	3080156	Suppressed
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	14780	3080156	479.8
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	6357	3080156	206.4
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	2000	3080156	64.9
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	151	3080156	4.9
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	392	3080156	12.7
	"Nevada"	"32"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	1897	3080156	61.6
	"Nevada"	"32"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	3080156	Suppressed
	"Nevada"	"32"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	112	3080156	3.6
	"Nevada"	"32"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	113	3080156	3.7
	"Nevada"	"32"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	8390	3080156	272.4
	"Nevada"	"32"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	2762	3080156	89.7
	"Nevada"	"32"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	0	3080156	Unreliable
	"Nevada"	"32"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	3015	3080156	97.9
	"Nevada"	"32"	"2019"	"2019"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Nevada"	"32"	"2020"	"2020"	"Certain infectious and parasitic diseases"	"A00-B99"	2844	3138259	90.6
	"Nevada"	"32"	"2020"	"2020"	"Neoplasms"	"C00-D48"	6142	3138259	195.7
	"Nevada"	"32"	"2020"	"2020"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	651	3138259	20.7
	"Nevada"	"32"	"2020"	"2020"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	5561	3138259	177.2
	"Nevada"	"32"	"2020"	"2020"	"Mental and behavioural disorders"	"F01-F99"	6356	3138259	202.5
	"Nevada"	"32"	"2020"	"2020"	"Diseases of the nervous system"	"G00-G98"	3233	3138259	103.0
	"Nevada"	"32"	"2020"	"2020"	"Diseases of the eye and adnexa"	"H00-H59"	32	3138259	1.0
	"Nevada"	"32"	"2020"	"2020"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	3138259	Suppressed
	"Nevada"	"32"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	17548	3138259	559.2
	"Nevada"	"32"	"2020"	"2020"	"Diseases of the respiratory system"	"J00-J98"	9767	3138259	311.2
	"Nevada"	"32"	"2020"	"2020"	"Diseases of the digestive system"	"K00-K92"	2191	3138259	69.8
	"Nevada"	"32"	"2020"	"2020"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	203	3138259	6.5
	"Nevada"	"32"	"2020"	"2020"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	453	3138259	14.4
	"Nevada"	"32"	"2020"	"2020"	"Diseases of the genitourinary system"	"N00-N99"	2607	3138259	83.1
	"Nevada"	"32"	"2020"	"2020"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	13	3138259	Unreliable
	"Nevada"	"32"	"2020"	"2020"	"Certain conditions originating in the perinatal period"	"P00-P96"	90	3138259	2.9
	"Nevada"	"32"	"2020"	"2020"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	106	3138259	3.4
	"Nevada"	"32"	"2020"	"2020"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	10627	3138259	338.6
	"Nevada"	"32"	"2020"	"2020"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	3115	3138259	99.3
	"Nevada"	"32"	"2020"	"2020"	"Codes for special purposes"	"U00-U99"	3462	3138259	110.3
	"Nevada"	"32"	"2020"	"2020"	"External causes of morbidity and mortality"	"V01-Y89"	3378	3138259	107.6
	"Nevada"	"32"	"2020"	"2020"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Nevada"	"32"	"2021"	"2021"	"Certain infectious and parasitic diseases"	"A00-B99"	3641	3143991	115.8
	"Nevada"	"32"	"2021"	"2021"	"Neoplasms"	"C00-D48"	6066	3143991	192.9
	"Nevada"	"32"	"2021"	"2021"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	849	3143991	27.0
	"Nevada"	"32"	"2021"	"2021"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	6542	3143991	208.1
	"Nevada"	"32"	"2021"	"2021"	"Mental and behavioural disorders"	"F01-F99"	6504	3143991	206.9
	"Nevada"	"32"	"2021"	"2021"	"Diseases of the nervous system"	"G00-G98"	3421	3143991	108.8
	"Nevada"	"32"	"2021"	"2021"	"Diseases of the eye and adnexa"	"H00-H59"	17	3143991	Unreliable
	"Nevada"	"32"	"2021"	"2021"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	3143991	Suppressed
	"Nevada"	"32"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	18935	3143991	602.3
	"Nevada"	"32"	"2021"	"2021"	"Diseases of the respiratory system"	"J00-J98"	11716	3143991	372.6
	"Nevada"	"32"	"2021"	"2021"	"Diseases of the digestive system"	"K00-K92"	2539	3143991	80.8
	"Nevada"	"32"	"2021"	"2021"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	223	3143991	7.1
	"Nevada"	"32"	"2021"	"2021"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	579	3143991	18.4
	"Nevada"	"32"	"2021"	"2021"	"Diseases of the genitourinary system"	"N00-N99"	2819	3143991	89.7
	"Nevada"	"32"	"2021"	"2021"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	10	3143991	Unreliable
	"Nevada"	"32"	"2021"	"2021"	"Certain conditions originating in the perinatal period"	"P00-P96"	116	3143991	3.7
	"Nevada"	"32"	"2021"	"2021"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	134	3143991	4.3
	"Nevada"	"32"	"2021"	"2021"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	11319	3143991	360.0
	"Nevada"	"32"	"2021"	"2021"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	3551	3143991	112.9
	"Nevada"	"32"	"2021"	"2021"	"Codes for special purposes"	"U00-U99"	5485	3143991	174.5
	"Nevada"	"32"	"2021"	"2021"	"External causes of morbidity and mortality"	"V01-Y89"	3855	3143991	122.6
	"Nevada"	"32"	"2021"	"2021"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Nevada"	"32"	"2022"	"2022"	"Certain infectious and parasitic diseases"	"A00-B99"	3017	3177772	94.9
	"Nevada"	"32"	"2022"	"2022"	"Neoplasms"	"C00-D48"	6205	3177772	195.3
	"Nevada"	"32"	"2022"	"2022"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	916	3177772	28.8
	"Nevada"	"32"	"2022"	"2022"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	6834	3177772	215.1
	"Nevada"	"32"	"2022"	"2022"	"Mental and behavioural disorders"	"F01-F99"	7310	3177772	230.0
	"Nevada"	"32"	"2022"	"2022"	"Diseases of the nervous system"	"G00-G98"	3783	3177772	119.0
	"Nevada"	"32"	"2022"	"2022"	"Diseases of the eye and adnexa"	"H00-H59"	20	3177772	0.6
	"Nevada"	"32"	"2022"	"2022"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	3177772	Suppressed
	"Nevada"	"32"	"2022"	"2022"	"Diseases of the circulatory system"	"I00-I99"	19100	3177772	601.1
	"Nevada"	"32"	"2022"	"2022"	"Diseases of the respiratory system"	"J00-J98"	9901	3177772	311.6
	"Nevada"	"32"	"2022"	"2022"	"Diseases of the digestive system"	"K00-K92"	2544	3177772	80.1
	"Nevada"	"32"	"2022"	"2022"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	302	3177772	9.5
	"Nevada"	"32"	"2022"	"2022"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	628	3177772	19.8
	"Nevada"	"32"	"2022"	"2022"	"Diseases of the genitourinary system"	"N00-N99"	2943	3177772	92.6
	"Nevada"	"32"	"2022"	"2022"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	3177772	Suppressed
	"Nevada"	"32"	"2022"	"2022"	"Certain conditions originating in the perinatal period"	"P00-P96"	86	3177772	2.7
	"Nevada"	"32"	"2022"	"2022"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	137	3177772	4.3
	"Nevada"	"32"	"2022"	"2022"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	11906	3177772	374.7
	"Nevada"	"32"	"2022"	"2022"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	3679	3177772	115.8
	"Nevada"	"32"	"2022"	"2022"	"Codes for special purposes"	"U00-U99"	2632	3177772	82.8
	"Nevada"	"32"	"2022"	"2022"	"External causes of morbidity and mortality"	"V01-Y89"	3884	3177772	122.2
	"Nevada"	"32"	"2022"	"2022"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	0	0	Unreliable
	"Nevada"	"32"	"2023 (provisional)"	"2023"	"Certain infectious and parasitic diseases"	"A00-B99"	2684	3177772	84.5
	"Nevada"	"32"	"2023 (provisional)"	"2023"	"Neoplasms"	"C00-D48"	6401	3177772	201.4
	"Nevada"	"32"	"2023 (provisional)"	"2023"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	960	3177772	30.2
